date,value,qualifiers
2010-09-30,5570,A
2010-10-01,5510,A
2010-10-02,4820,A
2010-10-03,5220,A
2010-10-04,4830,A
2010-10-05,5180,A
2010-10-06,4680,A
2010-10-07,4300,A
2010-10-08,4200,A
2010-10-09,3790,A
2010-10-10,4060,A
2010-10-11,4000,A
2010-10-12,4060,A
2010-10-13,3700,A
2010-10-14,4190,A
2010-10-15,4550,A
2010-10-16,4730,A
2010-10-17,4940,A
2010-10-18,4580,A
2010-10-19,4480,A
2010-10-20,5000,A
2010-10-21,4610,A
2010-10-22,4630,A
2010-10-23,4300,A
2010-10-24,4350,A
2010-10-25,5160,A
2010-10-26,6250,A
2010-10-27,6170,A
2010-10-28,4800,A
2010-10-29,4560,A
2010-10-30,4480,A
2010-10-31,4470,A
2010-11-01,4280,A
2010-11-02,5200,A
2010-11-03,4350,A
2010-11-04,4480,A
2010-11-05,4700,A
2010-11-06,4590,A
2010-11-07,4030,A
2010-11-08,4510,A
2010-11-09,3820,A
2010-11-10,3560,A
2010-11-11,4580,A
2010-11-12,4520,A
2010-11-13,4100,A
2010-11-14,4090,A
2010-11-15,3400,A
2010-11-16,3750,A
2010-11-17,3850,A
2010-11-18,5010,A
2010-11-19,5780,A
2010-11-20,6700,A
2010-11-21,7650,A
2010-11-22,8650,A
2010-11-23,9210,A
2010-11-24,9180,A
2010-11-25,13000,A
2010-11-26,12900,A
2010-11-27,12700,A
2010-11-28,11500,A
2010-11-29,10600,A
2010-11-30,11900,A
2010-12-01,26200,A
2010-12-02,42900,A
2010-12-03,41700,A
2010-12-04,37500,A
2010-12-05,37500,A
2010-12-06,35300,A
2010-12-07,31000,A
2010-12-08,31500,A
2010-12-09,37200,A
2010-12-10,34200,A
2010-12-11,31600,A
2010-12-12,29300,A
2010-12-13,31000,A
2010-12-14,31300,A
2010-12-15,33800,A
2010-12-16,32000,A
2010-12-17,30400,A
2010-12-18,31300,A
2010-12-19,33700,A
2010-12-20,30200,A
2010-12-21,30300,A
2010-12-22,30600,A
2010-12-23,29200,A
2010-12-24,26500,A
2010-12-25,30200,A
2010-12-26,21400,A
2010-12-27,15900,A
2010-12-28,14500,A
2010-12-29,13700,A
2010-12-30,14900,A
2010-12-31,13400,A
2011-01-01,14400,A
2011-01-02,30500,A
2011-01-03,36200,A
2011-01-04,34300,A
2011-01-05,35300,A
2011-01-06,34200,A
2011-01-07,34000,A
2011-01-08,32700,A
2011-01-09,31300,A
2011-01-10,29200,A
2011-01-11,23200,A
2011-01-12,17900,A
2011-01-13,17700,A
2011-01-14,16400,A
2011-01-15,15200,A
2011-01-16,12900,A
2011-01-17,13900,A
2011-01-18,11300,A
2011-01-19,10700,A
2011-01-20,11700,A
2011-01-21,11700,A
2011-01-22,14400,A
2011-01-23,13400,A
2011-01-24,11500,A
2011-01-25,9490,A
2011-01-26,9470,A
2011-01-27,12300,A
2011-01-28,16500,A
2011-01-29,15000,A
2011-01-30,17000,A
2011-01-31,22900,A
2011-02-01,29700,A
2011-02-02,30900,A
2011-02-03,31000,A
2011-02-04,27200,A
2011-02-05,21000,A
2011-02-06,20000,A
2011-02-07,15000,A
2011-02-08,11200,A
2011-02-09,10700,A
2011-02-10,11000,A
2011-02-11,11500,A
2011-02-12,11400,A
2011-02-13,11400,A
2011-02-14,11800,A
2011-02-15,12000,A
2011-02-16,11900,A
2011-02-17,8630,A
2011-02-18,7990,A
2011-02-19,8710,A
2011-02-20,9000,A
2011-02-21,9480,A
2011-02-22,10200,A
2011-02-23,11000,A
2011-02-24,23900,A
2011-02-25,52200,A
2011-02-26,54600,A
2011-02-27,41600,A
2011-02-28,45400,A
2011-03-01,66900,A
2011-03-02,67500,A
2011-03-03,65100,A
2011-03-04,54700,A
2011-03-05,46500,A
2011-03-06,35900,A
2011-03-07,43600,A
2011-03-08,52900,A
2011-03-09,55200,A
2011-03-10,52100,A
2011-03-11,52700,A
2011-03-12,53300,A
2011-03-13,53700,A
2011-03-14,52700,A
2011-03-15,50200,A
2011-03-16,51100,A
2011-03-17,50200,A
2011-03-18,49400,A
2011-03-19,48000,A
2011-03-20,48500,A
2011-03-21,47100,A
2011-03-22,47200,A
2011-03-23,47000,A
2011-03-24,46100,A
2011-03-25,47600,A
2011-03-26,45100,A
2011-03-27,45200,A
2011-03-28,41100,A
2011-03-29,34700,A
2011-03-30,35600,A
2011-03-31,39500,A
2011-04-01,41700,A
2011-04-02,45900,A
2011-04-03,46700,A
2011-04-04,45500,A
2011-04-05,51200,A
2011-04-06,54800,A
2011-04-07,55500,A
2011-04-08,51600,A
2011-04-09,45600,A
2011-04-10,46100,A
2011-04-11,45900,A
2011-04-12,48600,A
2011-04-13,55800,A
2011-04-14,63300,A
2011-04-15,63500,A
2011-04-16,63000,A
2011-04-17,64500,A
2011-04-18,65700,A
2011-04-19,61800,A
2011-04-20,56600,A
2011-04-21,48100,A
2011-04-22,44200,A
2011-04-23,42800,A
2011-04-24,42300,A
2011-04-25,43100,A
2011-04-26,45200,A
2011-04-27,52300,A
2011-04-28,60200,A
2011-04-29,55700,A
2011-04-30,25900,A
2011-05-01,13600,A
2011-05-02,10600,A
2011-05-03,16200,A
2011-05-04,24900,A
2011-05-05,34900,A
2011-05-06,37400,A
2011-05-07,42100,A
2011-05-08,44700,A
2011-05-09,55100,A
2011-05-10,59700,A
2011-05-11,59900,A
2011-05-12,58000,A
2011-05-13,55000,A
2011-05-14,52800,A
2011-05-15,52900,A
2011-05-16,52800,A
2011-05-17,51700,A
2011-05-18,49100,A
2011-05-19,47100,A
2011-05-20,47100,A
2011-05-21,45700,A
2011-05-22,44200,A
2011-05-23,42300,A
2011-05-24,41700,A
2011-05-25,41200,A
2011-05-26,49800,A
2011-05-27,52000,A
2011-05-28,44700,A
2011-05-29,37000,A
2011-05-30,35500,A
2011-05-31,34200,A
2011-06-01,29700,A
2011-06-02,26500,A
2011-06-03,26500,A
2011-06-04,25900,A
2011-06-05,25600,A
2011-06-06,26600,A
2011-06-07,29800,A
2011-06-08,29400,A
2011-06-09,30000,A
2011-06-10,28000,A
2011-06-11,21200,A
2011-06-12,18900,A
2011-06-13,20300,A
2011-06-14,26800,A
2011-06-15,22000,A
2011-06-16,21500,A
2011-06-17,22800,A
2011-06-18,22400,A
2011-06-19,14700,A
2011-06-20,11600,A
2011-06-21,16700,A
2011-06-22,21000,A
2011-06-23,29300,A
2011-06-24,32700,A
2011-06-25,33900,A
2011-06-26,34200,A
2011-06-27,33500,A
2011-06-28,32100,A
2011-06-29,36200,A
2011-06-30,35500,A
2011-07-01,35100,A
2011-07-02,27100,A
2011-07-03,15200,A
2011-07-04,14100,A
2011-07-05,8290,A
2011-07-06,6760,A
2011-07-07,6050,A
2011-07-08,5790,A
2011-07-09,5610,A
2011-07-10,5460,A
2011-07-11,5070,A
2011-07-12,5950,A
2011-07-13,6700,A
2011-07-14,7600,A
2011-07-15,7200,A
2011-07-16,6730,A
2011-07-17,6310,A
2011-07-18,6740,A
2011-07-19,7590,A
2011-07-20,8230,A
2011-07-21,9560,A
2011-07-22,8560,A
2011-07-23,8160,A
2011-07-24,8570,A
2011-07-25,8300,A
2011-07-26,8840,A
2011-07-27,8170,A
2011-07-28,8160,A
2011-07-29,7900,A
2011-07-30,7440,A
2011-07-31,7610,A
2011-08-01,7380,A
2011-08-02,7940,A
2011-08-03,8970,A
2011-08-04,9830,A
2011-08-05,9320,A
2011-08-06,8680,A
2011-08-07,8630,A
2011-08-08,9420,A
2011-08-09,10500,A
2011-08-10,10700,A
2011-08-11,10800,A
2011-08-12,10000,A
2011-08-13,8170,A
2011-08-14,6830,A
2011-08-15,7040,A
2011-08-16,7050,A
2011-08-17,6520,A
2011-08-18,6430,A
2011-08-19,6470,A
2011-08-20,5990,A
2011-08-21,6160,A
2011-08-22,5830,A
2011-08-23,6470,A
2011-08-24,6400,A
2011-08-25,6010,A
2011-08-26,6030,A
2011-08-27,6050,A
2011-08-28,6160,A
2011-08-29,5880,A
2011-08-30,5840,A
2011-08-31,5460,A
2011-09-01,5350,A
2011-09-02,5380,A
2011-09-03,5360,A
2011-09-04,5580,A
2011-09-05,8880,A
2011-09-06,18300,A
2011-09-07,23000,A
2011-09-08,13900,A
2011-09-09,11800,A
2011-09-10,10500,A
2011-09-11,10300,A
2011-09-12,10600,A
2011-09-13,9030,A
2011-09-14,8260,A
2011-09-15,7550,A
2011-09-16,6970,A
2011-09-17,7620,A
2011-09-18,7690,A
2011-09-19,8260,A
2011-09-20,7070,A
2011-09-21,6270,A
2011-09-22,6230,A
2011-09-23,6790,A
2011-09-24,6610,A
2011-09-25,6890,A
2011-09-26,8400,A
2011-09-27,8310,A
2011-09-28,8190,A
2011-09-29,7920,A
2011-09-30,6420,A
2011-10-01,6420,A
2011-10-02,6450,A
2011-10-03,6780,A
2011-10-04,6800,A
2011-10-05,6930,A
2011-10-06,6880,A
2011-10-07,6310,A
2011-10-08,6420,A
2011-10-09,5710,A
2011-10-10,5810,A
2011-10-11,6430,A
2011-10-12,5770,A
2011-10-13,5120,A
2011-10-14,6040,A
2011-10-15,5030,A
2011-10-16,5510,A
2011-10-17,5510,A
2011-10-18,5820,A
2011-10-19,5910,A
2011-10-20,9600,A
2011-10-21,6370,A
2011-10-22,5890,A
2011-10-23,5810,A
2011-10-24,8900,A
2011-10-25,9580,A
2011-10-26,10500,A
2011-10-27,10300,A
2011-10-28,8920,A
2011-10-29,7950,A
2011-10-30,7410,A
2011-10-31,7930,A
2011-11-01,8770,A
2011-11-02,9160,A
2011-11-03,9030,A
2011-11-04,9280,A
2011-11-05,8020,A
2011-11-06,7530,A
2011-11-07,7010,A
2011-11-08,7790,A
2011-11-09,7590,A
2011-11-10,7580,A
2011-11-11,7690,A
2011-11-12,6790,A
2011-11-13,6860,A
2011-11-14,7530,A
2011-11-15,8500,A
2011-11-16,9430,A
2011-11-17,10200,A
2011-11-18,12000,A
2011-11-19,17500,A
2011-11-20,20700,A
2011-11-21,21800,A
2011-11-22,26200,A
2011-11-23,28700,A
2011-11-24,28300,A
2011-11-25,27400,A
2011-11-26,31000,A
2011-11-27,46600,A
2011-11-28,48000,A
2011-11-29,56200,A
2011-11-30,58800,A
2011-12-01,60100,A
2011-12-02,57600,A
2011-12-03,38300,A
2011-12-04,49300,A
2011-12-05,44500,A
2011-12-06,28300,A
2011-12-07,34000,A
2011-12-08,46400,A
2011-12-09,56500,A
2011-12-10,54400,A
2011-12-11,55500,A
2011-12-12,53200,A
2011-12-13,49600,A
2011-12-14,46400,A
2011-12-15,46300,A
2011-12-16,43400,A
2011-12-17,41800,A
2011-12-18,43900,A
2011-12-19,46100,A
2011-12-20,46400,A
2011-12-21,48400,A
2011-12-22,50900,A
2011-12-23,49000,A
2011-12-24,51200,A
2011-12-25,51800,A
2011-12-26,52900,A
2011-12-27,52600,A
2011-12-28,53000,A
2011-12-29,53600,A
2011-12-30,52900,A
2011-12-31,52200,A
2012-01-01,50600,A
2012-01-02,49800,A
2012-01-03,49200,A
2012-01-04,44000,A
2012-01-05,41300,A
2012-01-06,40900,A
2012-01-07,39900,A
2012-01-08,40300,A
2012-01-09,38800,A
2012-01-10,37800,A
2012-01-11,40000,A
2012-01-12,44900,A
2012-01-13,53300,A
2012-01-14,54900,A
2012-01-15,56100,A
2012-01-16,56800,A
2012-01-17,51100,A
2012-01-18,45600,A
2012-01-19,42900,A
2012-01-20,40700,A
2012-01-21,40300,A
2012-01-22,46100,A
2012-01-23,54600,A
2012-01-24,57900,A
2012-01-25,63900,A
2012-01-26,62800,A
2012-01-27,57000,A
2012-01-28,48300,A
2012-01-29,41400,A
2012-01-30,40800,A
2012-01-31,49500,A
2012-02-01,49400,A
2012-02-02,50000,A
2012-02-03,52300,A
2012-02-04,46700,A
2012-02-05,44100,A
2012-02-06,41200,A
2012-02-07,41700,A
2012-02-08,40900,A
2012-02-09,39700,A
2012-02-10,36000,A
2012-02-11,34300,A
2012-02-12,35700,A
2012-02-13,37000,A
2012-02-14,36300,A
2012-02-15,34400,A
2012-02-16,29500,A
2012-02-17,25700,A
2012-02-18,24200,A
2012-02-19,13900,A
2012-02-20,11200,A
2012-02-21,13900,A
2012-02-22,14900,A
2012-02-23,17600,A
2012-02-24,21900,A
2012-02-25,23400,A
2012-02-26,26600,A
2012-02-27,30300,A
2012-02-28,32900,A
2012-02-29,32000,A
2012-03-01,33500,A
2012-03-02,41800,A
2012-03-03,41600,A
2012-03-04,41200,A
2012-03-05,40300,A
2012-03-06,41100,A
2012-03-07,39300,A
2012-03-08,39100,A
2012-03-09,60300,A
2012-03-10,54000,A
2012-03-11,44700,A
2012-03-12,37800,A
2012-03-13,38100,A
2012-03-14,36500,A
2012-03-15,33000,A
2012-03-16,39200,A
2012-03-17,37600,A
2012-03-18,33100,A
2012-03-19,34100,A
2012-03-20,35700,A
2012-03-21,35400,A
2012-03-22,33600,A
2012-03-23,30200,A
2012-03-24,29300,A
2012-03-25,28800,A
2012-03-26,26500,A
2012-03-27,24600,A
2012-03-28,27700,A
2012-03-29,26800,A
2012-03-30,24400,A
2012-03-31,23800,A
2012-04-01,24000,A
2012-04-02,23900,A
2012-04-03,24000,A
2012-04-04,22600,A
2012-04-05,20100,A
2012-04-06,22100,A
2012-04-07,24600,A
2012-04-08,23700,A
2012-04-09,18200,A
2012-04-10,14900,A
2012-04-11,14000,A
2012-04-12,12500,A
2012-04-13,11800,A
2012-04-14,9720,A
2012-04-15,8180,A
2012-04-16,6480,A
2012-04-17,4910,A
2012-04-18,4500,A
2012-04-19,3720,A
2012-04-20,3930,A
2012-04-21,3860,A
2012-04-22,3820,A
2012-04-23,3490,A
2012-04-24,2620,A
2012-04-25,3270,A
2012-04-26,3660,A
2012-04-27,3130,A
2012-04-28,3400,A
2012-04-29,3110,A
2012-04-30,3700,A
2012-05-01,3220,A
2012-05-02,3100,A
2012-05-03,3370,A
2012-05-04,3100,A
2012-05-05,3120,A
2012-05-06,3330,A
2012-05-07,3420,A
2012-05-08,4210,A
2012-05-09,3870,A
2012-05-10,3980,A
2012-05-11,3820,A
2012-05-12,4060,A
2012-05-13,6380,A
2012-05-14,16100,A
2012-05-15,12200,A
2012-05-16,8790,A
2012-05-17,8430,A
2012-05-18,6290,A
2012-05-19,6140,A
2012-05-20,5860,A
2012-05-21,5780,A
2012-05-22,5860,A
2012-05-23,4690,A
2012-05-24,5050,A
2012-05-25,4650,A
2012-05-26,5060,A
2012-05-27,4920,A
2012-05-28,4900,A
2012-05-29,4110,A
2012-05-30,3990,A
2012-05-31,4540,A
2012-06-01,4140,A
2012-06-02,3680,A
2012-06-03,3990,A
2012-06-04,3790,A
2012-06-05,3840,A
2012-06-06,3860,A
2012-06-07,3590,A
2012-06-08,3650,A
2012-06-09,3670,A
2012-06-10,3710,A
2012-06-11,3680,A
2012-06-12,3620,A
2012-06-13,3450,A
2012-06-14,3510,A
2012-06-15,3740,A
2012-06-16,3770,A
2012-06-17,3670,A
2012-06-18,3820,A
2012-06-19,3840,A
2012-06-20,4460,A
2012-06-21,4220,A
2012-06-22,4190,A
2012-06-23,4190,A
2012-06-24,4060,A
2012-06-25,3820,A
2012-06-26,4280,A
2012-06-27,4000,A
2012-06-28,3940,A
2012-06-29,3810,A
2012-06-30,3820,A
2012-07-01,3810,A
2012-07-02,3620,A
2012-07-03,3760,A
2012-07-04,3680,A
2012-07-05,3570,A
2012-07-06,3580,A
2012-07-07,3870,A
2012-07-08,3600,A
2012-07-09,3950,A
2012-07-10,4060,A
2012-07-11,4190,A
2012-07-12,4120,A
2012-07-13,4090,A
2012-07-14,6210,A
2012-07-15,10200,A
2012-07-16,5230,A
2012-07-17,4600,A
2012-07-18,4010,A
2012-07-19,3930,A
2012-07-20,14000,A
2012-07-21,14100,A
2012-07-22,7380,A
2012-07-23,6940,A
2012-07-24,5280,A
2012-07-25,4830,A
2012-07-26,4800,A
2012-07-27,4840,A
2012-07-28,4440,A
2012-07-29,4440,A
2012-07-30,4370,A
2012-07-31,4120,A
2012-08-01,4650,A
2012-08-02,4880,A
2012-08-03,5280,A
2012-08-04,5070,A
2012-08-05,5040,A
2012-08-06,9120,A
2012-08-07,8880,A
2012-08-08,8770,A
2012-08-09,9120,A
2012-08-10,7260,A
2012-08-11,6270,A
2012-08-12,5990,A
2012-08-13,5970,A
2012-08-14,5340,A
2012-08-15,4910,A
2012-08-16,4980,A
2012-08-17,5440,A
2012-08-18,5130,A
2012-08-19,5320,A
2012-08-20,5150,A
2012-08-21,5170,A
2012-08-22,5160,A
2012-08-23,5290,A
2012-08-24,5690,A
2012-08-25,5690,A
2012-08-26,4960,A
2012-08-27,4970,A
2012-08-28,6270,A
2012-08-29,6900,A
2012-08-30,5960,A
2012-08-31,5020,A
2012-09-01,5150,A
2012-09-02,5380,A
2012-09-03,4980,A
2012-09-04,4980,A
2012-09-05,5180,A
2012-09-06,6570,A
2012-09-07,6960,A
2012-09-08,7760,A
2012-09-09,6250,A
2012-09-10,6540,A
2012-09-11,6330,A
2012-09-12,6080,A
2012-09-13,5680,A
2012-09-14,5760,A
2012-09-15,6030,A
2012-09-16,5650,A
2012-09-17,7890,A
2012-09-18,15800,A
2012-09-19,15500,A
2012-09-20,14500,A
2012-09-21,13900,A
2012-09-22,13600,A
2012-09-23,13700,A
2012-09-24,13900,A
2012-09-25,13200,A
2012-09-26,12100,A
2012-09-27,12200,A
2012-09-28,11600,A
2012-09-29,10600,A
2012-09-30,9880,A
2012-10-01,9420,A
2012-10-02,15600,A
2012-10-03,12900,A
2012-10-04,14800,A
2012-10-05,13900,A
2012-10-06,11700,A
2012-10-07,10300,A
2012-10-08,10200,A
2012-10-09,9620,A
2012-10-10,8580,A
2012-10-11,7960,A
2012-10-12,9850,A
2012-10-13,10600,A
2012-10-14,8950,A
2012-10-15,10400,A
2012-10-16,7950,A
2012-10-17,9100,A
2012-10-18,7990,A
2012-10-19,7770,A
2012-10-20,7010,A
2012-10-21,7110,A
2012-10-22,7500,A
2012-10-23,7580,A
2012-10-24,7350,A
2012-10-25,7990,A
2012-10-26,7620,A
2012-10-27,7020,A
2012-10-28,7050,A
2012-10-29,7450,A
2012-10-30,6390,A
2012-10-31,5840,A
2012-11-01,5520,A
2012-11-02,5530,A
2012-11-03,3570,A
2012-11-04,2840,A
2012-11-05,3900,A
2012-11-06,3400,A
2012-11-07,3770,A
2012-11-08,4110,A
2012-11-09,3530,A
2012-11-10,3470,A
2012-11-11,4240,A
2012-11-12,4320,A
2012-11-13,3730,A
2012-11-14,3190,A
2012-11-15,5360,A
2012-11-16,4980,A
2012-11-17,5750,A
2012-11-18,5230,A
2012-11-19,5930,A
2012-11-20,6400,A
2012-11-21,6520,A
2012-11-22,5730,A
2012-11-23,3300,A
2012-11-24,3560,A
2012-11-25,3120,A
2012-11-26,3200,A
2012-11-27,3550,A
2012-11-28,4490,A
2012-11-29,3790,A
2012-11-30,4120,A
2012-12-01,3820,A
2012-12-02,4330,A
2012-12-03,5240,A
2012-12-04,5160,A
2012-12-05,4640,A
2012-12-06,3170,A
2012-12-07,2920,A
2012-12-08,5440,A
2012-12-09,5490,A
2012-12-10,7050,A
2012-12-11,14800,A
2012-12-12,28200,A
2012-12-13,31400,A
2012-12-14,25300,A
2012-12-15,17100,A
2012-12-16,16700,A
2012-12-17,17600,A
2012-12-18,20300,A
2012-12-19,20100,A
2012-12-20,19500,A
2012-12-21,20700,A
2012-12-22,24300,A
2012-12-23,27500,A
2012-12-24,31400,A
2012-12-25,31600,A
2012-12-26,31700,A
2012-12-27,34500,A
2012-12-28,40800,A
2012-12-29,43100,A
2012-12-30,45000,A
2012-12-31,44500,A
2013-01-01,38300,A
2013-01-02,36000,A
2013-01-03,34600,A
2013-01-04,31600,A
2013-01-05,30700,A
2013-01-06,30000,A
2013-01-07,25600,A
2013-01-08,21700,A
2013-01-09,24400,A
2013-01-10,27500,A
2013-01-11,33100,A
2013-01-12,36500,A
2013-01-13,51400,A
2013-01-14,70400,A
2013-01-15,52900,A
2013-01-16,46000,A
2013-01-17,49300,A
2013-01-18,55300,A
2013-01-19,54800,A
2013-01-20,52100,A
2013-01-21,48200,A
2013-01-22,43000,A
2013-01-23,41900,A
2013-01-24,42300,A
2013-01-25,42800,A
2013-01-26,35900,A
2013-01-27,37400,A
2013-01-28,38500,A
2013-01-29,39900,A
2013-01-30,43000,A
2013-01-31,49300,A
2013-02-01,56800,A
2013-02-02,56900,A
2013-02-03,54400,A
2013-02-04,53300,A
2013-02-05,52900,A
2013-02-06,50200,A
2013-02-07,46400,A
2013-02-08,44300,A
2013-02-09,39300,A
2013-02-10,37200,A
2013-02-11,37500,A
2013-02-12,38200,A
2013-02-13,38800,A
2013-02-14,38400,A
2013-02-15,38000,A
2013-02-16,38700,A
2013-02-17,39700,A
2013-02-18,34500,A
2013-02-19,31100,A
2013-02-20,29900,A
2013-02-21,29200,A
2013-02-22,20200,A
2013-02-23,16200,A
2013-02-24,17800,A
2013-02-25,17500,A
2013-02-26,18900,A
2013-02-27,15100,A
2013-02-28,13600,A
2013-03-01,12600,A
2013-03-02,10400,A
2013-03-03,10400,A
2013-03-04,13200,A
2013-03-05,12000,A
2013-03-06,25400,A
2013-03-07,35000,A
2013-03-08,36000,A
2013-03-09,36500,A
2013-03-10,36300,A
2013-03-11,39500,A
2013-03-12,46700,A
2013-03-13,38200,A
2013-03-14,36600,A
2013-03-15,43200,A
2013-03-16,44500,A
2013-03-17,41000,A
2013-03-18,40300,A
2013-03-19,43300,A
2013-03-20,42900,A
2013-03-21,37000,A
2013-03-22,40800,A
2013-03-23,40500,A
2013-03-24,33600,A
2013-03-25,28400,A
2013-03-26,27400,A
2013-03-27,28100,A
2013-03-28,31300,A
2013-03-29,31400,A
2013-03-30,30900,A
2013-03-31,31500,A
2013-04-01,30300,A
2013-04-02,23000,A
2013-04-03,22100,A
2013-04-04,24400,A
2013-04-05,24200,A
2013-04-06,17700,A
2013-04-07,16700,A
2013-04-08,16100,A
2013-04-09,16000,A
2013-04-10,19000,A
2013-04-11,21500,A
2013-04-12,24900,A
2013-04-13,22100,A
2013-04-14,17200,A
2013-04-15,18800,A
2013-04-16,17900,A
2013-04-17,18800,A
2013-04-18,16700,A
2013-04-19,21900,A
2013-04-20,31100,A
2013-04-21,39700,A
2013-04-22,40100,A
2013-04-23,41400,A
2013-04-24,41400,A
2013-04-25,40200,A
2013-04-26,40600,A
2013-04-27,37500,A
2013-04-28,72300,A
2013-04-29,84400,A
2013-04-30,79900,A
2013-05-01,60900,A
2013-05-02,50400,A
2013-05-03,51400,A
2013-05-04,56000,A
2013-05-05,56900,A
2013-05-06,61600,A
2013-05-07,64200,A
2013-05-08,63700,A
2013-05-09,59500,A
2013-05-10,57000,A
2013-05-11,59100,A
2013-05-12,59600,A
2013-05-13,59200,A
2013-05-14,51500,A
2013-05-15,46000,A
2013-05-16,42600,A
2013-05-17,38400,A
2013-05-18,36400,A
2013-05-19,29700,A
2013-05-20,28200,A
2013-05-21,27100,A
2013-05-22,26100,A
2013-05-23,22500,A
2013-05-24,21100,A
2013-05-25,14800,A
2013-05-26,14300,A
2013-05-27,15600,A
2013-05-28,14300,A
2013-05-29,12700,A
2013-05-30,11000,A
2013-05-31,10300,A
2013-06-01,13100,A
2013-06-02,12400,A
2013-06-03,9910,A
2013-06-04,10600,A
2013-06-05,11000,A
2013-06-06,11300,A
2013-06-07,10500,A
2013-06-08,7930,A
2013-06-09,8030,A
2013-06-10,11500,A
2013-06-11,18100,A
2013-06-12,15300,A
2013-06-13,18700,A
2013-06-14,15300,A
2013-06-15,15800,A
2013-06-16,17400,A
2013-06-17,16700,A
2013-06-18,11000,A
2013-06-19,8380,A
2013-06-20,9190,A
2013-06-21,8310,A
2013-06-22,7120,A
2013-06-23,7210,A
2013-06-24,9060,A
2013-06-25,7910,A
2013-06-26,7810,A
2013-06-27,8010,A
2013-06-28,6610,A
2013-06-29,5120,A
2013-06-30,5350,A
2013-07-01,6570,A
2013-07-02,7000,A
2013-07-03,8830,A
2013-07-04,15500,A
2013-07-05,42000,A
2013-07-06,63100,A
2013-07-07,56000,A
2013-07-08,53000,A
2013-07-09,44100,A
2013-07-10,46200,A
2013-07-11,56800,A
2013-07-12,60400,A
2013-07-13,58200,A
2013-07-14,54100,A
2013-07-15,50800,A
2013-07-16,51100,A
2013-07-17,43000,A
2013-07-18,35400,A
2013-07-19,33600,A
2013-07-20,30500,A
2013-07-21,30000,A
2013-07-22,32300,A
2013-07-23,30800,A
2013-07-24,25900,A
2013-07-25,21800,A
2013-07-26,20300,A
2013-07-27,20700,A
2013-07-28,15800,A
2013-07-29,16500,A
2013-07-30,16000,A
2013-07-31,19800,A
2013-08-01,19300,A
2013-08-02,14200,A
2013-08-03,9300,A
2013-08-04,9170,A
2013-08-05,9650,A
2013-08-06,9340,A
2013-08-07,9520,A
2013-08-08,24400,A
2013-08-09,46600,A
2013-08-10,31800,A
2013-08-11,14500,A
2013-08-12,12600,A
2013-08-13,22000,A
2013-08-14,19100,A
2013-08-15,16700,A
2013-08-16,16700,A
2013-08-17,18100,A
2013-08-18,19900,A
2013-08-19,20500,A
2013-08-20,17900,A
2013-08-21,15600,A
2013-08-22,19800,A
2013-08-23,17900,A
2013-08-24,15100,A
2013-08-25,10800,A
2013-08-26,10700,A
2013-08-27,10600,A
2013-08-28,10200,A
2013-08-29,10000,A
2013-08-30,10000,A
2013-08-31,7900,A
2013-09-01,8130,A
2013-09-02,8080,A
2013-09-03,8780,A
2013-09-04,10400,A
2013-09-05,9040,A
2013-09-06,8970,A
2013-09-07,8440,A
2013-09-08,8160,A
2013-09-09,9080,A
2013-09-10,8550,A
2013-09-11,8860,A
2013-09-12,9090,A
2013-09-13,8810,A
2013-09-14,8080,A
2013-09-15,7630,A
2013-09-16,7330,A
2013-09-17,7780,A
2013-09-18,7670,A
2013-09-19,7470,A
2013-09-20,8080,A
2013-09-21,8470,A
2013-09-22,9070,A
2013-09-23,7840,A
2013-09-24,9650,A
2013-09-25,9410,A
2013-09-26,7520,A
2013-09-27,6680,A
2013-09-28,6880,A
2013-09-29,6110,A
2013-09-30,6920,A
2013-10-01,6610,A
2013-10-02,6940,A
2013-10-03,7090,A
2013-10-04,6810,A
2013-10-05,6940,A
2013-10-06,7180,A
2013-10-07,7010,A
2013-10-08,7260,A
2013-10-09,7520,A
2013-10-10,8270,A
2013-10-11,7990,A
2013-10-12,7720,A
2013-10-13,7540,A
2013-10-14,7590,A
2013-10-15,7510,A
2013-10-16,7500,A
2013-10-17,6640,A
2013-10-18,6490,A
2013-10-19,6400,A
2013-10-20,6200,A
2013-10-21,6430,A
2013-10-22,4990,A
2013-10-23,5180,A
2013-10-24,5620,A
2013-10-25,6220,A
2013-10-26,6010,A
2013-10-27,5560,A
2013-10-28,6220,A
2013-10-29,5630,A
2013-10-30,6070,A
2013-10-31,6690,A
2013-11-01,7110,A
2013-11-02,5590,A
2013-11-03,5360,A
2013-11-04,5500,A
2013-11-05,4730,A
2013-11-06,5040,A
2013-11-07,5180,A
2013-11-08,5180,A
2013-11-09,4880,A
2013-11-10,4850,A
2013-11-11,4800,A
2013-11-12,4420,A
2013-11-13,4180,A
2013-11-14,4660,A
2013-11-15,4370,A
2013-11-16,3580,A
2013-11-17,3880,A
2013-11-18,4470,A
2013-11-19,5210,A
2013-11-20,6050,A
2013-11-21,6480,A
2013-11-22,7090,A
2013-11-23,5050,A
2013-11-24,5580,A
2013-11-25,5490,A
2013-11-26,4970,A
2013-11-27,8250,A
2013-11-28,8890,A
2013-11-29,7550,A
2013-11-30,8280,A
2013-12-01,7930,A
2013-12-02,7750,A
2013-12-03,8550,A
2013-12-04,16700,A
2013-12-05,21100,A
2013-12-06,38700,A
2013-12-07,57700,A
